CustomerID,Age,Gender,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Returns,Churn,Occupation,FrequencyOfWebsiteVisits
2884,64,Female,Gold,111,8866.677231,Beauty,2/2/2023,1,1,Retired,38
2885,31,Female,Silver,68,8314.065222,Clothing,25/07/23,0,0,Doctor,34
2886,30,Female,Bronze,115,8740.934049,Books,8/4/2023,1,0,Student,6
2887,47,Female,Bronze,65,5205.492639,Beauty,9/11/2023,1,1,Artist,43
2888,32,Other,Gold,32,3328.367089,Books,17/01/23,1,0,Engineer,1
2889,58,Other,Platinum,104,459.9376001,Beauty,31/10/23,0,1,Unemployed,26
2890,31,Male,Silver,113,7506.967077,Books,26/07/23,0,0,Unemployed,38
2891,27,Other,Gold,80,9101.550668,Sports,8/3/2023,0,1,Artist,18
2892,64,Male,Platinum,187,762.8881992,Electronics,1/9/2023,0,1,Unemployed,7
2893,30,Female,Silver,99,3713.682258,Sports,11/12/2023,1,1,Doctor,34
2894,55,Other,Platinum,3,8365.050991,Electronics,5/1/2023,0,1,Artist,4
2895,47,Female,Silver,126,1385.660004,Beauty,28/03/23,1,0,Retired,42
2896,63,Other,Gold,108,4033.194059,Sports,3/9/2023,1,1,Engineer,10
2897,29,Other,Platinum,154,5276.81563,Beauty,3/7/2023,0,0,Unemployed,48
2898,62,Male,Bronze,34,2081.700428,Sports,29/04/23,1,0,Student,8
2899,59,Other,Gold,162,1065.549839,Home Goods,8/8/2023,0,0,Teacher,0
2900,67,Female,Silver,5,9841.710316,Sports,28/07/23,1,0,Engineer,3
2901,42,Other,Silver,57,2343.271727,Electronics,14/08/23,1,0,Student,40
2902,26,Female,Platinum,56,7782.166343,Electronics,20/05/23,1,1,Doctor,41
2903,33,Male,Gold,115,2278.075485,Books,22/12/23,1,1,Retired,31
2904,50,Other,Platinum,37,3380.772287,Sports,11/7/2023,1,0,Artist,8
2905,62,Other,Silver,100,6770.884144,Clothing,11/8/2023,0,1,Student,0
2906,34,Other,Bronze,1,6354.468911,Beauty,12/3/2023,0,1,Teacher,26
2907,68,Other,Bronze,181,5629.798898,Clothing,20/09/23,1,0,Teacher,4
2908,69,Male,Silver,63,108.1211576,Clothing,24/11/23,0,1,Artist,4
2909,62,Other,Gold,193,9005.833157,Books,5/7/2023,1,0,Student,42
2910,68,Other,Platinum,185,6415.782291,Beauty,27/02/23,0,1,Unemployed,31
2911,67,Female,Bronze,97,9207.652924,Electronics,21/10/23,1,1,Retired,22
2912,29,Male,Platinum,100,7901.739628,Clothing,16/12/23,1,0,Engineer,15
2913,33,Other,Silver,199,1005.076075,Clothing,9/11/2023,1,0,Teacher,48
2914,43,Other,Platinum,170,9933.157022,Sports,18/09/23,0,1,Engineer,15
2915,39,Male,Bronze,199,2447.251106,Beauty,31/07/23,1,0,Doctor,39
2916,40,Other,Platinum,71,4270.65552,Electronics,8/9/2023,0,0,Engineer,12
2917,35,Male,Gold,181,8426.719128,Home Goods,8/10/2023,0,1,Retired,12
2918,46,Female,Gold,136,2471.193788,Home Goods,13/11/23,0,1,Artist,45
2919,45,Male,Platinum,33,9560.261492,Clothing,26/09/23,1,0,Engineer,38
2920,62,Male,Silver,152,6455.499976,Books,19/02/23,1,0,Retired,17
2921,26,Other,Bronze,25,9401.955294,Books,3/4/2023,1,1,Unemployed,11
2922,45,Male,Platinum,7,1854.685381,Books,25/10/23,0,0,Teacher,29
2923,46,Female,Platinum,198,6375.825,Electronics,11/9/2023,0,1,Retired,44
2924,57,Male,Platinum,164,1166.183957,Electronics,7/4/2023,0,0,Retired,44
2925,61,Female,Silver,101,2467.762881,Electronics,16/11/23,1,1,Artist,37
2926,57,Other,Bronze,160,7908.685293,Sports,14/05/23,1,1,Teacher,28
2927,53,Female,Gold,34,9684.379392,Beauty,1/3/2023,1,0,Engineer,42
2928,48,Male,Silver,78,1326.228801,Sports,28/07/23,0,0,Retired,49
2929,59,Male,Gold,172,5415.447398,Clothing,10/7/2023,0,1,Retired,37
2930,27,Female,Gold,53,531.9658206,Clothing,20/08/23,0,1,Doctor,34
2931,61,Female,Platinum,82,4913.4159,Books,3/5/2023,1,0,Teacher,11
2932,35,Male,Gold,115,3175.05084,Books,3/1/2023,0,0,Student,20
2933,68,Male,Bronze,174,6692.234927,Electronics,2/1/2023,0,1,Retired,10
2934,34,Male,Bronze,92,2420.935053,Sports,7/4/2023,0,0,Engineer,22
2935,18,Male,Bronze,189,7693.469425,Books,25/07/23,0,0,Engineer,3
2936,44,Female,Bronze,64,8620.777224,Beauty,4/5/2023,0,1,Teacher,46
2937,25,Male,Gold,131,4954.345752,Sports,8/6/2023,0,1,Engineer,2
2938,36,Female,Gold,176,9232.466912,Home Goods,11/12/2023,1,0,Teacher,8
2939,29,Other,Silver,32,8870.954694,Beauty,20/04/23,0,1,Artist,26
2940,30,Male,Platinum,14,6488.153346,Books,18/02/23,0,0,Teacher,36
2941,31,Female,Silver,83,6699.065852,Home Goods,17/05/23,1,0,Teacher,4
2942,26,Male,Bronze,10,2745.304388,Home Goods,17/05/23,0,1,Artist,16
2943,58,Male,Platinum,89,7108.204539,Books,4/5/2023,1,1,Unemployed,31
2944,36,Male,Silver,56,530.2070848,Beauty,25/02/23,1,0,Retired,37
2945,35,Male,Platinum,194,9079.799129,Electronics,20/02/23,1,1,Engineer,40
2946,60,Female,Gold,38,8791.915485,Sports,20/07/23,1,1,Unemployed,13
2947,62,Other,Bronze,185,755.9745032,Beauty,9/11/2023,1,1,Doctor,24
2948,52,Female,Platinum,99,7039.394244,Clothing,17/09/23,0,0,Artist,19
2949,29,Female,Platinum,145,8750.494075,Clothing,19/02/23,0,0,Student,34
2950,41,Male,Silver,118,5849.03323,Beauty,4/12/2023,1,0,Unemployed,11
2951,24,Male,Platinum,163,8176.963285,Sports,9/1/2023,1,0,Retired,37
2952,32,Other,Platinum,91,7331.00616,Books,21/04/23,1,1,Student,2
2953,64,Other,Bronze,94,5621.990136,Sports,31/05/23,0,0,Artist,26
2954,68,Female,Silver,76,1886.066645,Books,17/10/23,1,1,Unemployed,16
2955,61,Other,Gold,88,4666.570358,Sports,16/09/23,0,1,Retired,16
2956,19,Other,Gold,2,1248.854941,Electronics,13/01/23,1,0,Student,40
2957,32,Female,Silver,25,1874.338662,Beauty,3/10/2023,0,0,Retired,32
2958,55,Female,Gold,185,8270.645587,Home Goods,17/01/23,1,1,Teacher,42
2959,24,Female,Gold,29,7532.324633,Books,17/01/23,1,0,Engineer,2
2960,65,Other,Silver,50,7357.823675,Clothing,2/1/2023,0,0,Unemployed,43
2961,62,Male,Silver,193,7576.648527,Sports,26/10/23,0,0,Teacher,41
2962,27,Male,Bronze,45,1309.678397,Sports,16/04/23,0,1,Doctor,4
2963,21,Other,Bronze,171,8053.102109,Beauty,26/09/23,0,0,Artist,12
2964,27,Female,Platinum,180,5130.473825,Books,22/10/23,0,0,Engineer,47
2965,52,Male,Platinum,95,7172.896574,Sports,10/6/2023,1,0,Unemployed,26
2966,48,Other,Silver,95,6333.621408,Electronics,25/03/23,1,0,Student,22
2967,19,Other,Gold,9,3889.243649,Clothing,27/03/23,0,1,Engineer,25
2968,56,Female,Gold,169,569.100388,Clothing,3/7/2023,0,1,Student,35
2969,32,Male,Bronze,23,4060.235927,Clothing,21/04/23,1,0,Doctor,2
2970,34,Male,Silver,47,4560.401618,Home Goods,9/8/2023,1,1,Teacher,24
2971,48,Other,Gold,142,2134.994252,Books,13/06/23,1,0,Artist,42
2972,68,Female,Silver,131,3974.510725,Sports,20/09/23,0,1,Engineer,38
2973,31,Other,Silver,89,2680.316801,Books,4/4/2023,1,0,Unemployed,24
2974,40,Other,Platinum,67,7099.166554,Books,6/9/2023,0,0,Doctor,24
2975,64,Other,Platinum,176,5586.461908,Home Goods,18/03/23,1,0,Engineer,0
2976,53,Female,Platinum,71,4519.568551,Books,17/12/23,0,0,Student,10
2977,41,Other,Bronze,38,3425.046868,Books,1/10/2023,1,0,Artist,1
2978,55,Female,Bronze,14,2642.768437,Beauty,21/12/23,1,1,Student,15
2979,47,Other,Silver,117,4702.711817,Electronics,19/11/23,0,1,Teacher,19
2980,63,Female,Silver,180,7519.304114,Clothing,27/12/23,1,1,Student,32
2981,60,Male,Platinum,17,8901.740206,Clothing,15/02/23,1,1,Artist,42
2982,44,Other,Silver,58,320.6378286,Beauty,26/08/23,0,0,Student,37
2983,36,Other,Bronze,29,3841.164734,Sports,1/11/2023,0,1,Unemployed,37
2984,40,Other,Silver,1,3071.695933,Sports,14/04/23,0,1,Doctor,32
2985,24,Other,Bronze,78,9995.183251,Electronics,2/11/2023,1,1,Student,2
2986,28,Other,Gold,112,1004.772339,Electronics,1/7/2023,1,1,Artist,49
2987,61,Other,Bronze,182,1054.307015,Sports,8/9/2023,0,1,Student,7
2988,19,Other,Silver,63,9008.406246,Beauty,12/4/2023,0,1,Doctor,22
2989,27,Male,Platinum,150,8607.627131,Beauty,7/9/2023,1,0,Artist,4
2990,44,Female,Silver,54,9987.192794,Sports,13/07/23,1,1,Retired,48
2991,66,Female,Bronze,184,8906.300795,Electronics,8/7/2023,1,1,Engineer,14
2992,33,Male,Silver,191,8640.31453,Beauty,17/03/23,0,0,Artist,28
2993,35,Female,Platinum,72,9558.426733,Electronics,7/10/2023,0,1,Teacher,32
2994,37,Female,Platinum,138,7629.199486,Clothing,27/09/23,0,1,Engineer,20
2995,37,Male,Silver,147,981.5299702,Electronics,26/06/23,0,0,Retired,22
2996,19,Female,Platinum,7,3424.523267,Sports,3/4/2023,0,1,Teacher,0
2997,45,Female,Silver,101,5792.607831,Beauty,16/01/23,0,0,Artist,38
2998,69,Female,Bronze,47,1573.55456,Clothing,13/02/23,1,1,Teacher,32
2999,54,Other,Bronze,172,547.7567866,Sports,11/12/2023,0,1,Teacher,8
3000,53,Female,Platinum,21,5105.722797,Books,15/05/23,1,0,Retired,13
3001,27,Other,Gold,78,7807.38456,Sports,18/06/23,0,1,Student,42
3002,59,Female,Silver,118,3624.916166,Sports,12/3/2023,0,1,Artist,35
3003,31,Female,Platinum,163,533.0587378,Books,30/06/23,1,1,Student,25
3004,24,Male,Platinum,155,6354.348352,Electronics,25/05/23,1,0,Engineer,33
3005,42,Other,Silver,140,9861.697662,Sports,10/1/2023,0,1,Teacher,47
3006,28,Other,Platinum,50,298.1486127,Electronics,22/09/23,1,0,Teacher,37
3007,61,Other,Gold,23,1317.999746,Clothing,12/10/2023,0,1,Student,19
3008,55,Other,Gold,139,3906.792718,Beauty,3/7/2023,0,1,Teacher,18
3009,23,Female,Silver,194,5370.780502,Electronics,4/8/2023,0,1,Retired,48
3010,58,Other,Gold,132,9886.677814,Clothing,3/9/2023,1,0,Student,12
3011,33,Other,Gold,114,7066.846887,Home Goods,19/09/23,0,1,Teacher,2
3012,32,Female,Platinum,197,9404.242225,Beauty,5/2/2023,0,0,Doctor,38
3013,39,Female,Platinum,29,2197.495678,Home Goods,7/6/2023,0,1,Engineer,36
3014,18,Female,Gold,10,4364.347863,Sports,7/2/2023,1,1,Student,26
3015,53,Female,Silver,68,819.5439455,Home Goods,30/09/23,0,0,Artist,8
3016,51,Male,Bronze,13,1869.632716,Beauty,27/06/23,1,0,Retired,30
3017,32,Male,Bronze,51,6668.570331,Home Goods,25/05/23,0,0,Engineer,46
3018,24,Female,Platinum,33,9847.914217,Books,29/06/23,0,0,Unemployed,48
3019,42,Female,Platinum,58,3320.02037,Home Goods,13/08/23,1,1,Artist,38
3020,21,Other,Platinum,197,259.2109936,Sports,17/11/23,0,0,Unemployed,21
3021,22,Female,Gold,34,6817.357446,Home Goods,7/12/2023,1,0,Artist,21
3022,55,Female,Silver,2,4920.492956,Clothing,8/7/2023,1,1,Teacher,39
3023,58,Male,Platinum,12,9483.492392,Books,22/08/23,0,1,Engineer,10
3024,49,Male,Platinum,152,6877.210091,Clothing,13/08/23,1,0,Teacher,8
3025,45,Other,Bronze,172,6463.426154,Clothing,5/10/2023,1,0,Artist,45
3026,68,Other,Bronze,192,3191.697054,Sports,14/04/23,1,0,Doctor,11
3027,59,Female,Bronze,61,8090.691219,Electronics,16/12/23,0,0,Student,12
3028,21,Male,Gold,108,2478.38613,Beauty,2/7/2023,0,0,Doctor,4
3029,52,Male,Platinum,196,9814.445484,Beauty,16/06/23,1,1,Doctor,5
3030,59,Other,Bronze,82,9179.681295,Clothing,3/1/2023,1,0,Student,38
3031,31,Other,Bronze,152,6245.115919,Sports,18/05/23,1,0,Teacher,26
3032,67,Male,Platinum,51,359.8493815,Sports,30/03/23,1,0,Unemployed,45
3033,35,Female,Gold,153,5095.191709,Sports,13/05/23,1,0,Unemployed,23
3034,60,Male,Platinum,91,7090.95254,Electronics,16/08/23,1,1,Unemployed,5
3035,58,Other,Bronze,140,8017.889398,Home Goods,12/9/2023,1,0,Engineer,20
3036,63,Female,Bronze,163,603.1577975,Books,29/07/23,1,1,Teacher,46
3037,28,Male,Silver,40,2444.792675,Clothing,17/01/23,1,0,Teacher,6
3038,56,Male,Silver,86,6424.572124,Home Goods,31/12/23,0,0,Retired,1
3039,60,Male,Silver,8,1928.517726,Electronics,12/9/2023,1,1,Artist,1
3040,21,Male,Bronze,139,8473.420995,Clothing,20/09/23,0,1,Artist,25
3041,45,Other,Platinum,198,1567.672173,Electronics,19/07/23,1,1,Retired,40
3042,33,Male,Platinum,118,1495.54378,Electronics,8/8/2023,0,0,Artist,29
3043,68,Female,Platinum,58,6861.190788,Beauty,29/01/23,1,1,Teacher,34
3044,52,Other,Bronze,74,3452.930151,Books,13/09/23,0,1,Doctor,42
3045,54,Other,Gold,58,332.9546912,Beauty,24/11/23,1,1,Unemployed,36
3046,60,Other,Platinum,172,4645.462809,Books,20/11/23,0,0,Student,17
3047,57,Other,Platinum,55,4041.625945,Electronics,23/02/23,0,0,Teacher,12
3048,68,Female,Platinum,199,9011.328498,Beauty,21/11/23,0,1,Artist,49
3049,62,Male,Bronze,140,6488.331228,Books,11/4/2023,0,0,Engineer,43
3050,38,Other,Bronze,118,1745.406703,Home Goods,3/2/2023,0,0,Doctor,15
3051,43,Male,Gold,129,3234.179929,Books,28/03/23,0,1,Retired,35
3052,29,Male,Silver,21,5305.931604,Clothing,10/12/2023,0,1,Unemployed,43
3053,62,Female,Bronze,149,4175.058272,Sports,7/4/2023,0,1,Doctor,45
3054,35,Male,Gold,93,903.4298569,Beauty,24/06/23,1,1,Unemployed,4
3055,23,Female,Platinum,6,966.1015488,Sports,2/3/2023,1,1,Unemployed,10
3056,37,Other,Platinum,16,6945.618795,Electronics,3/8/2023,1,0,Engineer,23
3057,25,Other,Bronze,68,3089.156023,Books,23/08/23,1,0,Unemployed,2
3058,22,Male,Bronze,162,5431.633612,Sports,4/7/2023,0,1,Engineer,25
3059,49,Other,Gold,187,1260.322567,Clothing,21/12/23,0,0,Doctor,20
3060,47,Female,Bronze,169,5245.857147,Books,7/8/2023,0,1,Engineer,3
3061,60,Other,Gold,90,3558.636434,Home Goods,29/06/23,0,0,Unemployed,17
3062,68,Male,Silver,145,1112.035682,Sports,19/09/23,0,1,Doctor,10
3063,45,Female,Platinum,17,403.2721696,Books,8/12/2023,0,0,Retired,46
3064,50,Other,Platinum,179,7737.022259,Beauty,5/9/2023,1,1,Doctor,3
3065,61,Other,Gold,196,9646.910333,Beauty,13/04/23,1,1,Unemployed,37
3066,59,Male,Bronze,38,3849.862649,Beauty,3/2/2023,0,0,Unemployed,45
3067,36,Other,Bronze,124,3007.455876,Home Goods,8/5/2023,1,1,Student,25
3068,47,Female,Platinum,17,3333.617843,Electronics,12/1/2023,1,0,Teacher,43
3069,31,Male,Silver,5,7690.350821,Clothing,22/04/23,1,0,Doctor,32
3070,68,Female,Bronze,121,3953.68966,Electronics,19/03/23,1,1,Teacher,33
3071,62,Female,Gold,94,9869.105855,Electronics,23/04/23,0,1,Artist,37
3072,27,Other,Bronze,28,4074.266147,Clothing,25/09/23,1,0,Teacher,4
3073,26,Male,Platinum,167,4459.419666,Beauty,4/8/2023,1,1,Artist,17
3074,43,Female,Bronze,111,3514.610979,Clothing,2/3/2023,1,0,Teacher,37
3075,51,Other,Gold,96,2369.536169,Clothing,31/03/23,0,1,Doctor,47
3076,35,Male,Platinum,22,8537.713066,Beauty,20/05/23,0,0,Student,33
3077,67,Male,Gold,61,6078.153783,Books,28/04/23,1,1,Retired,7
3078,65,Female,Gold,162,7227.759514,Clothing,5/9/2023,1,1,Student,34
3079,34,Other,Platinum,7,898.1527002,Clothing,16/06/23,0,1,Artist,26
3080,67,Female,Platinum,120,9149.806056,Clothing,25/11/23,0,0,Student,20
3081,25,Female,Bronze,189,857.4841678,Sports,26/04/23,1,1,Engineer,38
3082,48,Male,Bronze,165,4350.771798,Sports,13/10/23,1,1,Retired,38
3083,34,Male,Silver,69,5541.545436,Home Goods,30/04/23,1,1,Artist,38
3084,40,Other,Bronze,163,2077.687814,Clothing,28/08/23,1,1,Retired,5
3085,55,Male,Gold,59,434.2420049,Home Goods,20/02/23,0,1,Teacher,6
3086,27,Female,Silver,53,4479.588131,Clothing,23/07/23,1,0,Doctor,48
3087,64,Other,Platinum,148,951.2361419,Sports,27/06/23,0,0,Retired,3
3088,30,Other,Silver,157,2226.734007,Sports,16/07/23,1,0,Engineer,17
3089,42,Female,Gold,29,3835.499568,Clothing,23/02/23,0,0,Doctor,23
3090,40,Male,Platinum,184,5261.069708,Beauty,6/11/2023,0,0,Student,36
3091,32,Other,Platinum,126,2019.386675,Home Goods,29/09/23,1,0,Artist,17
3092,63,Other,Platinum,15,3693.543656,Sports,4/3/2023,1,1,Unemployed,4
3093,51,Male,Silver,185,717.1366671,Electronics,5/2/2023,1,1,Retired,11
3094,22,Male,Platinum,39,7136.458142,Clothing,26/10/23,0,0,Artist,2
3095,23,Male,Platinum,173,8692.244459,Clothing,27/03/23,1,1,Teacher,9
3096,30,Male,Bronze,127,2273.51716,Books,30/09/23,1,0,Engineer,18
3097,59,Female,Bronze,84,4304.012059,Home Goods,20/04/23,0,1,Retired,24
3098,30,Male,Silver,50,9908.738282,Sports,15/07/23,1,1,Artist,36
3099,18,Male,Silver,91,1191.19235,Books,27/10/23,0,1,Retired,38
3100,23,Other,Gold,48,1139.398379,Electronics,2/12/2023,0,1,Doctor,23
3101,40,Female,Gold,73,8828.109558,Sports,12/3/2023,1,0,Doctor,33
3102,59,Male,Silver,78,2213.699833,Books,1/12/2023,0,0,Retired,48
3103,51,Other,Bronze,55,6909.914597,Sports,16/09/23,1,1,Doctor,40
3104,67,Other,Platinum,157,3225.745695,Sports,29/01/23,1,1,Engineer,21
3105,69,Female,Platinum,37,4789.109024,Electronics,16/04/23,0,0,Teacher,43
3106,19,Female,Gold,149,6942.899299,Beauty,12/3/2023,0,0,Engineer,15
3107,28,Female,Gold,51,7285.320555,Sports,23/10/23,0,1,Retired,17
3108,24,Male,Bronze,117,8686.931436,Books,19/12/23,0,1,Engineer,45
3109,34,Female,Platinum,34,1633.814066,Home Goods,4/9/2023,1,1,Doctor,15
3110,25,Male,Silver,13,1026.367331,Beauty,6/3/2023,1,0,Engineer,2
3111,45,Other,Gold,188,7539.810988,Home Goods,31/07/23,0,1,Student,1
3112,56,Female,Silver,114,8326.274451,Sports,29/10/23,1,0,Engineer,37
3113,61,Male,Silver,22,4970.531697,Electronics,21/12/23,1,1,Engineer,12
3114,38,Other,Bronze,62,2828.391938,Electronics,10/11/2023,1,0,Artist,35
3115,59,Other,Platinum,65,7286.490515,Books,10/9/2023,0,0,Doctor,48
3116,36,Male,Bronze,199,6772.207797,Books,11/5/2023,0,1,Student,34
3117,69,Other,Silver,34,7890.803377,Books,7/8/2023,1,0,Retired,28
3118,60,Female,Platinum,72,4600.451174,Home Goods,29/07/23,0,0,Doctor,44
3119,24,Female,Gold,51,9737.707388,Clothing,24/07/23,1,0,Unemployed,33
3120,56,Other,Gold,22,6164.968702,Beauty,12/11/2023,1,1,Engineer,36
3121,52,Male,Gold,22,244.5920186,Clothing,28/02/23,1,1,Teacher,15
3122,67,Other,Platinum,26,1729.872783,Home Goods,21/03/23,0,1,Student,2
3123,28,Female,Silver,38,8290.890034,Home Goods,1/7/2023,0,1,Doctor,17
3124,57,Female,Gold,45,8685.602768,Clothing,19/12/23,0,0,Engineer,36
3125,58,Female,Gold,50,8537.368804,Home Goods,16/12/23,1,0,Retired,27
3126,58,Male,Bronze,5,5762.627243,Electronics,31/05/23,0,0,Teacher,47
3127,45,Male,Gold,21,3650.70832,Beauty,5/1/2023,1,0,Teacher,45
3128,48,Male,Bronze,119,6372.115265,Books,10/9/2023,0,1,Retired,11
3129,54,Male,Silver,33,6500.74872,Electronics,15/12/23,0,1,Retired,39
3130,52,Other,Bronze,21,8872.017343,Electronics,20/01/23,0,1,Engineer,32
3131,43,Other,Bronze,148,9666.691027,Clothing,9/12/2023,0,1,Unemployed,34
3132,45,Female,Bronze,131,892.4250586,Home Goods,4/8/2023,1,0,Unemployed,13
3133,49,Female,Silver,106,9660.165711,Clothing,18/01/23,0,1,Retired,12
3134,66,Female,Platinum,116,6353.638854,Beauty,25/06/23,0,0,Doctor,16
3135,61,Male,Silver,156,7014.460536,Clothing,10/1/2023,1,1,Artist,40
3136,21,Other,Gold,109,1563.211758,Sports,17/02/23,1,0,Engineer,36
3137,18,Female,Bronze,62,1009.825859,Books,27/11/23,0,1,Unemployed,33
3138,55,Other,Bronze,113,2528.035606,Beauty,19/02/23,0,0,Unemployed,17
3139,57,Male,Platinum,42,7633.337941,Sports,8/8/2023,1,0,Teacher,31
3140,30,Male,Platinum,108,3209.228342,Electronics,8/11/2023,0,1,Retired,6
3141,38,Female,Silver,159,1450.384095,Clothing,22/07/23,1,1,Student,48
3142,29,Male,Gold,32,6596.476246,Books,15/12/23,0,1,Teacher,45
3143,30,Female,Gold,84,9248.580555,Home Goods,2/9/2023,0,0,Artist,15
3144,68,Other,Gold,47,1322.287354,Beauty,21/11/23,0,0,Retired,9
3145,45,Other,Silver,185,6222.455017,Electronics,16/01/23,1,1,Retired,32
3146,65,Female,Platinum,154,8772.414988,Electronics,19/05/23,1,0,Artist,45
3147,39,Female,Gold,101,9252.308889,Beauty,6/12/2023,0,1,Unemployed,14
3148,62,Male,Gold,65,4420.672507,Beauty,16/08/23,1,1,Artist,3
3149,30,Female,Silver,33,2236.828464,Electronics,19/11/23,0,0,Doctor,15
3150,65,Female,Platinum,49,3023.836385,Sports,21/02/23,0,0,Doctor,16
3151,35,Male,Gold,134,8565.357209,Home Goods,22/07/23,0,0,Unemployed,45
3152,57,Male,Silver,74,9141.933508,Sports,21/05/23,0,1,Retired,26
3153,49,Other,Silver,94,3886.893715,Electronics,15/02/23,0,1,Unemployed,21
3154,65,Other,Bronze,146,5910.748399,Home Goods,24/07/23,0,1,Teacher,39
3155,47,Male,Gold,171,1889.546102,Sports,23/06/23,1,0,Teacher,42
3156,19,Other,Gold,90,4178.494679,Electronics,22/02/23,0,0,Student,26
3157,55,Other,Gold,90,3429.974053,Books,21/07/23,0,1,Unemployed,43
3158,18,Other,Gold,124,2060.234261,Beauty,30/08/23,1,1,Artist,4
3159,41,Other,Silver,106,161.9273884,Sports,14/05/23,1,0,Artist,30
3160,31,Male,Silver,94,7676.407698,Clothing,24/01/23,1,0,Artist,3
3161,26,Male,Gold,134,2811.628118,Sports,17/12/23,0,1,Engineer,19
3162,38,Male,Platinum,120,1830.161244,Electronics,16/11/23,0,0,Teacher,12
3163,36,Other,Silver,154,5793.393542,Electronics,16/04/23,0,1,Artist,7
3164,34,Female,Platinum,130,8094.974005,Beauty,25/04/23,0,0,Retired,41
3165,31,Other,Platinum,174,6086.065371,Sports,26/09/23,1,0,Teacher,22
3166,26,Female,Gold,31,7853.283376,Electronics,21/07/23,0,0,Artist,33
3167,24,Male,Platinum,11,5463.40582,Books,18/08/23,0,0,Doctor,24
3168,45,Male,Platinum,7,6717.260273,Books,16/11/23,0,1,Retired,43
3169,55,Male,Platinum,186,7869.899331,Sports,30/01/23,0,1,Student,39
3170,53,Female,Silver,57,5298.411022,Home Goods,20/05/23,1,0,Retired,33
3171,58,Other,Platinum,147,7907.257831,Clothing,2/7/2023,1,0,Artist,8
3172,44,Female,Bronze,138,8268.452301,Sports,9/11/2023,0,0,Unemployed,11
3173,48,Male,Platinum,19,3535.128829,Home Goods,19/11/23,1,0,Teacher,34
3174,30,Male,Bronze,84,7242.447333,Clothing,12/2/2023,0,0,Unemployed,47
3175,63,Male,Gold,71,1452.625544,Books,23/12/23,0,1,Artist,39
3176,34,Female,Platinum,7,7896.046745,Electronics,22/05/23,1,0,Unemployed,2
3177,41,Female,Platinum,57,6596.260681,Clothing,30/04/23,0,0,Student,8
3178,68,Other,Silver,76,1330.317629,Clothing,15/01/23,0,1,Doctor,31
3179,60,Male,Gold,16,158.3686118,Beauty,7/9/2023,0,0,Student,3
3180,26,Male,Silver,6,1390.622764,Beauty,15/10/23,1,0,Engineer,31
3181,34,Female,Platinum,37,2747.006856,Sports,27/06/23,0,1,Artist,12
3182,36,Female,Gold,56,4224.620851,Home Goods,31/05/23,1,1,Retired,45
3183,28,Male,Platinum,183,6757.875538,Home Goods,18/04/23,1,0,Artist,44
3184,33,Female,Platinum,29,2989.718338,Home Goods,1/5/2023,0,0,Retired,38
3185,56,Other,Gold,195,3037.291024,Electronics,24/06/23,0,0,Unemployed,32
3186,42,Male,Gold,95,9662.792618,Books,23/04/23,0,1,Teacher,21
3187,54,Female,Bronze,3,512.3837361,Beauty,3/12/2023,1,1,Student,29
3188,65,Male,Platinum,117,1073.494003,Home Goods,25/09/23,1,0,Student,38
3189,18,Other,Gold,138,3244.861571,Sports,27/06/23,1,0,Teacher,18
3190,21,Other,Silver,33,3167.687641,Home Goods,4/4/2023,1,1,Engineer,32
3191,44,Male,Bronze,44,3586.523613,Sports,21/05/23,0,1,Retired,46
3192,38,Female,Bronze,86,9678.259023,Clothing,23/12/23,0,1,Engineer,7
3193,65,Male,Gold,21,4923.315356,Clothing,20/06/23,1,1,Artist,3
3194,65,Male,Bronze,31,2025.692631,Beauty,31/07/23,0,1,Retired,38
3195,51,Female,Platinum,108,557.2617368,Electronics,25/04/23,1,1,Student,29
3196,42,Male,Platinum,48,8116.869129,Sports,21/03/23,0,1,Student,19
3197,36,Male,Bronze,131,1838.199728,Books,11/8/2023,1,1,Teacher,23
3198,58,Other,Platinum,68,3153.45078,Home Goods,20/08/23,1,1,Engineer,42
3199,27,Other,Bronze,138,474.6684161,Electronics,11/2/2023,1,0,Doctor,30
3200,26,Female,Silver,5,5009.769292,Sports,16/03/23,1,1,Doctor,22
3201,25,Other,Bronze,110,6556.042944,Beauty,2/7/2023,1,0,Doctor,28
3202,46,Female,Platinum,107,4217.237346,Clothing,31/07/23,1,0,Student,7
3203,65,Female,Platinum,38,5292.996761,Clothing,8/5/2023,0,1,Retired,41
3204,59,Female,Silver,19,6625.044792,Electronics,8/5/2023,0,1,Engineer,29
3205,37,Male,Silver,3,3174.683858,Home Goods,1/9/2023,1,1,Engineer,47
3206,40,Other,Bronze,130,8586.385232,Sports,16/10/23,1,0,Retired,34
3207,21,Female,Platinum,55,9617.057953,Clothing,13/03/23,0,1,Artist,2
3208,32,Female,Platinum,199,5701.293214,Beauty,12/2/2023,0,1,Teacher,30
3209,20,Male,Bronze,148,9693.36737,Electronics,9/4/2023,0,1,Student,34
3210,41,Other,Bronze,93,9398.688503,Home Goods,23/01/23,0,1,Student,9
3211,61,Other,Gold,179,7109.546711,Sports,3/5/2023,1,0,Retired,43
3212,42,Other,Bronze,152,8308.84514,Beauty,21/04/23,0,0,Engineer,4
3213,38,Other,Silver,82,4639.719693,Clothing,22/07/23,1,0,Retired,9
